client,desc,combined,market
Verizon Wireless,"Greensboro, NC MTSO CRAN Survey","Verizon Wireless Greensboro, NC MTSO CRAN Survey",Datacom / Mission Critical / Tech
Verizon Wireless,"Greenville, SC MTSO CRAN Survey","Verizon Wireless Greenville, SC MTSO CRAN Survey",Datacom / Mission Critical / Tech
Verizon Wireless,Greg S. Johnson - CA Opps,Verizon Wireless Greg S. Johnson - CA Opps,Datacom / Mission Critical / Tech
Verizon Wireless,Guion MSC Inverter Upgrade,Verizon Wireless Guion MSC Inverter Upgrade,Datacom / Mission Critical / Tech
Verizon Wireless,"Guion Road - Indy, IN - NSTD401 Cx","Verizon Wireless Guion Road - Indy, IN - NSTD401 Cx",Datacom / Mission Critical / Tech
Verizon Wireless,Guion Road NDIR385 A&E,Verizon Wireless Guion Road NDIR385 A&E,Datacom / Mission Critical / Tech
Verizon Wireless,"Guion, IN BAS","Verizon Wireless Guion, IN BAS",Datacom / Mission Critical / Tech
Verizon Wireless,Helena MSC Conference/Kitchen Reconfigure,Verizon Wireless Helena MSC Conference/Kitchen Reconfigure,Datacom / Mission Critical / Tech
Verizon Wireless,Helena MSC COW / COLT,Verizon Wireless Helena MSC COW / COLT,Datacom / Mission Critical / Tech
Verizon Wireless,Helena MSC Front Office Plenum Redesign,Verizon Wireless Helena MSC Front Office Plenum Redesign,Datacom / Mission Critical / Tech
Verizon Wireless,"Helena, MT MSC - Plenum Engineering / Redesign","Verizon Wireless Helena, MT MSC - Plenum Engineering / Redesign",Datacom / Mission Critical / Tech
Verizon Wireless,"Hickory Hills, IL MSC Energy Audit","Verizon Wireless Hickory Hills, IL MSC Energy Audit",Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro AHU-7 VFD Addition A&E ,Verizon Wireless Hillsboro AHU-7 VFD Addition A&E ,Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro AHU-7 VFD Addition MSI ,Verizon Wireless Hillsboro AHU-7 VFD Addition MSI ,Commercial / Misc Facilities
Verizon Wireless,Hillsboro BAS,Verizon Wireless Hillsboro BAS,Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro DC Plant Distro Bay Expansions,Verizon Wireless Hillsboro DC Plant Distro Bay Expansions,Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro Energy Audit,Verizon Wireless Hillsboro Energy Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro MovinCool Outlets and Emergency Invitation,Verizon Wireless Hillsboro MovinCool Outlets and Emergency Invitation,Datacom / Mission Critical / Tech
Verizon Wireless,Hillsboro Temp Adjustment and Air Balance,Verizon Wireless Hillsboro Temp Adjustment and Air Balance,Datacom / Mission Critical / Tech
Verizon Wireless,"Hillsborough, OR - Design","Verizon Wireless Hillsborough, OR - Design",Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett Audit,Verizon Wireless Hooksett Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett ISO Gear Redesign RFP Development,Verizon Wireless Hooksett ISO Gear Redesign RFP Development,Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett MSC Switchgear Replace,Verizon Wireless Hooksett MSC Switchgear Replace,Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett MSI Services,Verizon Wireless Hooksett MSI Services,Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett Office Design,Verizon Wireless Hooksett Office Design,Datacom / Mission Critical / Tech
Verizon Wireless,Hooksett Power Operational Plan - CO,Verizon Wireless Hooksett Power Operational Plan - CO,Datacom / Mission Critical / Tech
Verizon Wireless,Idaho CRAN Audits,Verizon Wireless Idaho CRAN Audits,Datacom / Mission Critical / Tech
Verizon Wireless,"Imclone Road, Branchburg Design","Verizon Wireless Imclone Road, Branchburg Design",Datacom / Mission Critical / Tech
Verizon Wireless,INKY-EVMSC-Telco Rm HVAC Upgrade ,Verizon Wireless INKY-EVMSC-Telco Rm HVAC Upgrade ,Datacom / Mission Critical / Tech
Verizon Wireless,INKY-GNMSC-CRAC upgrade,Verizon Wireless INKY-GNMSC-CRAC upgrade,Datacom / Mission Critical / Tech
Verizon Wireless,INKY-WSMSC DACs&DCPR RM HVAC UPG (Westside CRAC Upgrade),Verizon Wireless INKY-WSMSC DACs&DCPR RM HVAC UPG (Westside CRAC Upgrade),Datacom / Mission Critical / Tech
Verizon Wireless,Jacksonville NDIR386 Audit,Verizon Wireless Jacksonville NDIR386 Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Jax and Orlando Cx ,Verizon Wireless Jax and Orlando Cx ,Datacom / Mission Critical / Tech
Verizon Wireless,Jersey City - HVAC Hardening,Verizon Wireless Jersey City - HVAC Hardening,Datacom / Mission Critical / Tech
Verizon Wireless,"Jersey City, NJ HVAC & Mods & BAS (Rubicon)","Verizon Wireless Jersey City, NJ HVAC & Mods & BAS (Rubicon)",Datacom / Mission Critical / Tech
Verizon Wireless,"Johnston, PA - MSC A&E SDN Prep","Verizon Wireless Johnston, PA - MSC A&E SDN Prep",Datacom / Mission Critical / Tech
Verizon Wireless,Johnstown SDN Prep - Construction PM Svc,Verizon Wireless Johnstown SDN Prep - Construction PM Svc,Datacom / Mission Critical / Tech
Verizon Wireless,"Kearns, UT Audit","Verizon Wireless Kearns, UT Audit",Datacom / Mission Critical / Tech
Verizon Wireless,"Knoxville, TN MTSO CRAN Survey","Verizon Wireless Knoxville, TN MTSO CRAN Survey",Datacom / Mission Critical / Tech
Verizon Wireless,LA MTSO BAS Baseline Audit,Verizon Wireless LA MTSO BAS Baseline Audit,Datacom / Mission Critical / Tech
Verizon Wireless,LA MTSO BAS Controller Upgrades,Verizon Wireless LA MTSO BAS Controller Upgrades,Datacom / Mission Critical / Tech
Verizon Wireless,Las Vegas 2nd Expansion - CO Services,Verizon Wireless Las Vegas 2nd Expansion - CO Services,Datacom / Mission Critical / Tech
Verizon Wireless,Las Vegas 2nd Expansion For MSI Services,Verizon Wireless Las Vegas 2nd Expansion For MSI Services,Datacom / Mission Critical / Tech
Verizon Wireless,Lenexa MSC - 7400 amp hardening design,Verizon Wireless Lenexa MSC - 7400 amp hardening design,Datacom / Mission Critical / Tech
Verizon Wireless,Lenexa MSC CxA - 7400 AMP DC Remodel,Verizon Wireless Lenexa MSC CxA - 7400 AMP DC Remodel,Datacom / Mission Critical / Tech
Verizon Wireless,"Lenexa, KS Energy Audit","Verizon Wireless Lenexa, KS Energy Audit",Datacom / Mission Critical / Tech
Verizon Wireless,"Lewis Center, OH - Controls Trouble-Shooting","Verizon Wireless Lewis Center, OH - Controls Trouble-Shooting",Datacom / Mission Critical / Tech
Verizon Wireless,Lithia Springs Data Center??,Verizon Wireless Lithia Springs Data Center??,Datacom / Mission Critical / Tech
Verizon Wireless,Load Shed Design - Shockoe ,Verizon Wireless Load Shed Design - Shockoe ,Datacom / Mission Critical / Tech
Verizon Wireless,"Lodge, MI BAS","Verizon Wireless Lodge, MI BAS",Datacom / Mission Critical / Tech
Verizon Wireless,Louisville MSC Inverter Upgrade,Verizon Wireless Louisville MSC Inverter Upgrade,Datacom / Mission Critical / Tech
Verizon Wireless,LSV CRAN A&E Services (Flamingo & Durango),Verizon Wireless LSV CRAN A&E Services (Flamingo & Durango),Datacom / Mission Critical / Tech
Verizon Wireless,LSV CRAN A&E services 5 sites,Verizon Wireless LSV CRAN A&E services 5 sites,Datacom / Mission Critical / Tech
Verizon Wireless,LSV CRAN A&E services 6 sites,Verizon Wireless LSV CRAN A&E services 6 sites,Datacom / Mission Critical / Tech
Verizon Wireless,LV phase 2 design project ,Verizon Wireless LV phase 2 design project ,Datacom / Mission Critical / Tech
Verizon Wireless,Macon BAS Audit,Verizon Wireless Macon BAS Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Macon Duluth 169/179 Corrections Implementation,Verizon Wireless Macon Duluth 169/179 Corrections Implementation,Datacom / Mission Critical / Tech
Verizon Wireless,Macon MSI,Verizon Wireless Macon MSI,Datacom / Mission Critical / Tech
Verizon Wireless,Macon NDIR386 Design fixes,Verizon Wireless Macon NDIR386 Design fixes,Datacom / Mission Critical / Tech
Verizon Wireless,"Matthews Former, NC MTSO CRAN Survey","Verizon Wireless Matthews Former, NC MTSO CRAN Survey",Datacom / Mission Critical / Tech
Verizon Wireless,Medium CRAN Hub Shelter - IN and KY,Verizon Wireless Medium CRAN Hub Shelter - IN and KY,Datacom / Mission Critical / Tech
Verizon Wireless,Memphis Awning Design,Verizon Wireless Memphis Awning Design,Datacom / Mission Critical / Tech
Verizon Wireless,Memphis BAS Audit,Verizon Wireless Memphis BAS Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Mililani COW/COLT Canopy & S/R Rm Expans,Verizon Wireless Mililani COW/COLT Canopy & S/R Rm Expans,Datacom / Mission Critical / Tech
Verizon Wireless,Mililani Fuel Line Replacement and Emergency Water Storage - A&E Services,Verizon Wireless Mililani Fuel Line Replacement and Emergency Water Storage - A&E Services,Datacom / Mission Critical / Tech
Verizon Wireless,Mililani Portable Gen. Tap Box A&E - 2 phases,Verizon Wireless Mililani Portable Gen. Tap Box A&E - 2 phases,Datacom / Mission Critical / Tech
Verizon Wireless,"MIN CONDOR HUB A&E Design - St. Paul, MN CRAN","Verizon Wireless MIN CONDOR HUB A&E Design - St. Paul, MN CRAN",Datacom / Mission Critical / Tech
Verizon Wireless,Mineola MSC Generator Renovation,Verizon Wireless Mineola MSC Generator Renovation,Datacom / Mission Critical / Tech
Verizon Wireless,Misc,Verizon Wireless Misc,Datacom / Mission Critical / Tech
Verizon Wireless,Moundridge Roof & Parking Lot Upgrades,Verizon Wireless Moundridge Roof & Parking Lot Upgrades,Datacom / Mission Critical / Tech
Verizon Wireless,MSC Baseline Audits South,Verizon Wireless MSC Baseline Audits South,Datacom / Mission Critical / Tech
Verizon Wireless,MW CRAN Audits - IN & KY - 50 sites,Verizon Wireless MW CRAN Audits - IN & KY - 50 sites,Datacom / Mission Critical / Tech
Verizon Wireless,N Seattle NDIR386 Upgrades A&E,Verizon Wireless N Seattle NDIR386 Upgrades A&E,Datacom / Mission Critical / Tech
Verizon Wireless,Nashville Audit,Verizon Wireless Nashville Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Nashville BAS HVAC Integration,Verizon Wireless Nashville BAS HVAC Integration,Datacom / Mission Critical / Tech
Verizon Wireless,Nashville BAS HVAC Integration,Verizon Wireless Nashville BAS HVAC Integration,Datacom / Mission Critical / Tech
Verizon Wireless,Nashville Remediation & Expansion,Verizon Wireless Nashville Remediation & Expansion,Datacom / Mission Critical / Tech
Verizon Wireless,NDIR386 Audits - Carolinas,Verizon Wireless NDIR386 Audits - Carolinas,Datacom / Mission Critical / Tech
Verizon Wireless,Net INKY-EV-HVAC-RTU #1 Upgrade - EVANSVILLE,Verizon Wireless Net INKY-EV-HVAC-RTU #1 Upgrade - EVANSVILLE,Datacom / Mission Critical / Tech
Verizon Wireless,New Berlin MSI,Verizon Wireless New Berlin MSI,Datacom / Mission Critical / Tech
Verizon Wireless,NGB (N Greenbush) MTSO NDIR386 ,Verizon Wireless NGB (N Greenbush) MTSO NDIR386 ,Datacom / Mission Critical / Tech
Verizon Wireless,North Greenbush SAP Upgrade Design,Verizon Wireless North Greenbush SAP Upgrade Design,Datacom / Mission Critical / Tech
Verizon Wireless,North Seattle MSI ,Verizon Wireless North Seattle MSI ,Datacom / Mission Critical / Tech
Verizon Wireless,North Seattle MSI Design Review,Verizon Wireless North Seattle MSI Design Review,Datacom / Mission Critical / Tech
Verizon Wireless,NSE Bid Inverter Upgrade,Verizon Wireless NSE Bid Inverter Upgrade,Datacom / Mission Critical / Tech
Verizon Wireless,NSE Suppression System Upgrade,Verizon Wireless NSE Suppression System Upgrade,Datacom / Mission Critical / Tech
Verizon Wireless,NSTD 3000 Audits - 8 CRAN Sites (Montana),Verizon Wireless NSTD 3000 Audits - 8 CRAN Sites (Montana),Datacom / Mission Critical / Tech
Verizon Wireless,NY Energy Audits - Supply Chain - Local Laws,Verizon Wireless NY Energy Audits - Supply Chain - Local Laws,Datacom / Mission Critical / Tech
Verizon Wireless,NYC BAS Audits,Verizon Wireless NYC BAS Audits,Datacom / Mission Critical / Tech
Verizon Wireless,OH Boardman Roof Railing CRAN,Verizon Wireless OH Boardman Roof Railing CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,OH CRAN - Cincy - Generator Design,Verizon Wireless OH CRAN - Cincy - Generator Design,Datacom / Mission Critical / Tech
Verizon Wireless,OH Medium CRAN HUB Audit Design 1,Verizon Wireless OH Medium CRAN HUB Audit Design 1,Datacom / Mission Critical / Tech
Verizon Wireless,OH Medium CRAN HUB Audit Design 2,Verizon Wireless OH Medium CRAN HUB Audit Design 2,Datacom / Mission Critical / Tech
Verizon Wireless,OH Medium CRAN HUB Audit Design 3,Verizon Wireless OH Medium CRAN HUB Audit Design 3,Datacom / Mission Critical / Tech
Verizon Wireless,OH Medium CRAN HUB Audit Design 4,Verizon Wireless OH Medium CRAN HUB Audit Design 4,Datacom / Mission Critical / Tech
Verizon Wireless,Ohio Med Hub Audit & Design Svcs,Verizon Wireless Ohio Med Hub Audit & Design Svcs,Datacom / Mission Critical / Tech
Verizon Wireless,Ohio Medium Hub A&E Audit and Design CRAN,Verizon Wireless Ohio Medium Hub A&E Audit and Design CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Ohio Medium Hub Utility Walks CRAN,Verizon Wireless Ohio Medium Hub Utility Walks CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,OLY Marvin Road CRAN A&E,Verizon Wireless OLY Marvin Road CRAN A&E,Datacom / Mission Critical / Tech
Verizon Wireless,"OMA OMTSO HUB A&E Design - Omaha, NE CRAN","Verizon Wireless OMA OMTSO HUB A&E Design - Omaha, NE CRAN",Datacom / Mission Critical / Tech
Verizon Wireless,"Omaha, NE Energy Audit","Verizon Wireless Omaha, NE Energy Audit",Datacom / Mission Critical / Tech
Verizon Wireless,"Ontario, CA MSI","Verizon Wireless Ontario, CA MSI",Datacom / Mission Critical / Tech
Verizon Wireless,Orlando MSI (Rubicon),Verizon Wireless Orlando MSI (Rubicon),Datacom / Mission Critical / Tech
Verizon Wireless,"OWATONNA, MN, GOLDEN VALLEY MSC, AND SIOUX FALLS, SD MSC'S FOR HVAC OPTIMIZATION","Verizon Wireless OWATONNA, MN, GOLDEN VALLEY MSC, AND SIOUX FALLS, SD MSC'S FOR HVAC OPTIMIZATION",Datacom / Mission Critical / Tech
Verizon Wireless,Philly Tri State BAS - Harrisburg,Verizon Wireless Philly Tri State BAS - Harrisburg,Datacom / Mission Critical / Tech
Verizon Wireless,Philly Tri State BAS - Philladelphia,Verizon Wireless Philly Tri State BAS - Philladelphia,Datacom / Mission Critical / Tech
Verizon Wireless,Philly Tri State BAS - Pittston,Verizon Wireless Philly Tri State BAS - Pittston,Datacom / Mission Critical / Tech
Verizon Wireless,PHO CRAN A&E - 6 sites,Verizon Wireless PHO CRAN A&E - 6 sites,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - AZ5 - CG Store CRAN,Verizon Wireless Phoenix Design - AZ5 - CG Store CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - LSV - Gaylord CRAN,Verizon Wireless Phoenix Design - LSV - Gaylord CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - LSV - Swenson CRAN,Verizon Wireless Phoenix Design - LSV - Swenson CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - PHO - Adams CRAN,Verizon Wireless Phoenix Design - PHO - Adams CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - PHO - Bell Road CRAN,Verizon Wireless Phoenix Design - PHO - Bell Road CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - PHO - Capital CRAN,Verizon Wireless Phoenix Design - PHO - Capital CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - PHO - Melody Lane CRAN,Verizon Wireless Phoenix Design - PHO - Melody Lane CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,Phoenix Design - PHO - Pima Park CRAN,Verizon Wireless Phoenix Design - PHO - Pima Park CRAN,Datacom / Mission Critical / Tech
Verizon Wireless,"Plant City, FL BDFBB 403.03 Design","Verizon Wireless Plant City, FL BDFBB 403.03 Design",Datacom / Mission Critical / Tech
Verizon Wireless,Pleasanton Generator Room Remediation,Verizon Wireless Pleasanton Generator Room Remediation,Datacom / Mission Critical / Tech
Verizon Wireless,Plymouth Meeting Master Plan,Verizon Wireless Plymouth Meeting Master Plan,Datacom / Mission Critical / Tech
Verizon Wireless,Plymouth Meeting MSI,Verizon Wireless Plymouth Meeting MSI,Datacom / Mission Critical / Tech
Verizon Wireless,Plymouth Meeting MSI,Verizon Wireless Plymouth Meeting MSI,Datacom / Mission Critical / Tech
Verizon Wireless,Plymouth Meeting structural mods,Verizon Wireless Plymouth Meeting structural mods,Datacom / Mission Critical / Tech
Verizon Wireless,Portland People Center Wellness Room A&E Services,Verizon Wireless Portland People Center Wellness Room A&E Services,Datacom / Mission Critical / Tech
Verizon Wireless,"Portland, ME Headend Eng Services","Verizon Wireless Portland, ME Headend Eng Services",Datacom / Mission Critical / Tech
Verizon Wireless,Power Operations Manual - Shockoe,Verizon Wireless Power Operations Manual - Shockoe,Datacom / Mission Critical / Tech
Verizon Wireless,Raising Temperature Directive,Verizon Wireless Raising Temperature Directive,Datacom / Mission Critical / Tech
Verizon Wireless,"Raleigh Hammond, NC MTSO CRAN Survey","Verizon Wireless Raleigh Hammond, NC MTSO CRAN Survey",Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Data Performance Room Extension,Verizon Wireless Redmond Data Performance Room Extension,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Energy Audit,Verizon Wireless Redmond Energy Audit,Datacom / Mission Critical / Tech
Verizon Wireless,"Redmond FSD Power Diversification (Electrical, controls, Cx)","Verizon Wireless Redmond FSD Power Diversification (Electrical, controls, Cx)",Datacom / Mission Critical / Tech
Verizon Wireless,Redmond MovinCool Outlets and Emergency Invitation,Verizon Wireless Redmond MovinCool Outlets and Emergency Invitation,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond MSI Design Review,Verizon Wireless Redmond MSI Design Review,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Perimeter Fence Design ,Verizon Wireless Redmond Perimeter Fence Design ,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Ridge DC Plant #2 Distro Bay Expansion,Verizon Wireless Redmond Ridge DC Plant #2 Distro Bay Expansion,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Ridge MSC,Verizon Wireless Redmond Ridge MSC,Datacom / Mission Critical / Tech
